LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
410000,2,3,2,28,2,2,2,2,0,0,407490,415276,384242,343283,320407,328827,16195,15282,15164,12005,15000,10507,0
150000,2,3,1,28,0,0,0,0,0,-2,3558,4725,2980,3234,0,0,2000,1000,2234,0,0,0,0
230000,2,2,1,38,-1,0,0,0,0,0,1129,2117,2283,3227,4227,4616,1029,1056,1000,1000,389,215,0
190000,1,1,1,42,-1,-1,-1,-1,-1,-1,7776,3706,7517,2168,4918,5300,3706,7523,2168,5300,3000,0,0
50000,2,2,2,56,0,0,0,0,0,0,48316,34161,33751,22467,19927,20352,1700,1760,898,864,900,998,0
50000,2,3,2,27,1,2,2,2,0,0,18019,9946,10319,8603,7298,6709,5559,2446,0,260,1000,1214,0
50000,2,3,1,32,1,2,2,2,0,0,45652,44646,47619,46455,47432,48442,0,4000,0,1432,3100,0,1
120000,2,2,2,39,0,0,2,0,0,0,22033,24067,24372,24670,25617,26535,2400,1000,1000,1500,1500,1500,0
370000,2,2,1,41,-2,-2,-2,-2,-2,-2,1442,9750,0,30100,0,0,9750,0,30100,0,0,0,0
50000,1,2,2,24,1,2,2,0,-1,0,59197,55551,54083,50000,10135,9952,2000,0,1000,10135,358,403,1
360000,1,1,1,50,-1,-1,-2,-1,-1,-2,1858,0,0,3000,0,0,0,0,3000,0,0,1033,0
430000,2,2,1,42,-1,-1,-1,-1,0,-1,38495,11935,32878,115683,84049,37210,11935,32887,115683,0,37210,29559,0
30000,2,2,2,22,3,2,2,2,-1,-1,200,200,200,200,29847,30089,0,0,0,29847,340,0,0
180000,1,1,2,29,-2,-1,-1,-1,-2,-2,0,300,740,0,0,0,300,740,0,0,0,0,1
50000,2,2,1,37,2,2,2,2,2,3,19068,19947,21124,21480,22822,22171,1500,1800,1000,2000,0,1000,1
140000,2,3,1,46,0,0,0,0,0,0,132586,135165,125427,128016,127323,130020,4800,4500,4600,4800,4800,4500,0
380000,1,2,1,31,-1,-1,-1,-1,-1,-1,6749,7917,9645,11865,13133,4702,7959,9683,11916,13191,4717,9354,0
170000,2,1,1,33,0,0,0,0,0,0,170440,170060,115372,211577,120407,122952,8200,5200,5000,5000,5000,4000,1
110000,1,2,2,40,0,0,0,0,0,0,106455,109191,110937,108869,43207,42954,6000,5000,3814,2000,1600,1600,0
260000,2,2,1,49,-1,-1,-1,0,0,0,8046,2184,15475,10981,8566,4741,2184,15482,2000,3000,1000,5125,1
60000,1,2,2,32,-1,2,-1,2,0,0,2178,1755,58197,50485,37710,38073,0,58197,0,2000,1366,2000,0
220000,2,2,2,36,0,0,0,0,0,0,124418,126695,106534,109884,106114,108202,6300,4000,5500,3775,4100,5000,0
90000,1,2,1,39,0,0,0,0,0,0,88081,83960,84963,56089,57355,58394,3244,2600,2037,2200,2110,7000,1
20000,1,2,2,30,0,0,0,0,0,0,16320,28674,15491,16299,16428,0,1238,1392,1200,329,0,0,0
30000,2,3,2,24,1,-2,-1,0,0,0,0,0,1469,2432,827,0,0,1469,1008,300,0,0,0
110000,1,2,2,51,0,0,0,0,0,0,25707,26740,27871,28858,29541,27977,1400,1500,1400,1000,1000,760,1
320000,2,1,1,41,0,0,0,0,0,0,95155,97797,99672,101953,102284,104090,4400,4520,5050,3590,3700,3750,0
330000,1,1,2,47,0,0,0,0,0,0,240063,242040,160008,160084,159453,159354,9500,5591,5500,6000,6000,6000,0
500000,2,1,2,28,0,0,0,0,0,0,56437,58076,59534,51006,44360,34229,2357,2001,6620,6015,10001,4137,0
120000,1,3,0,26,0,0,-1,-1,-1,-1,45753,53323,5257,13781,8636,5698,13160,5272,13832,8661,5715,38852,0
240000,1,2,1,54,0,0,2,0,0,0,16135,249258,243589,204754,201426,198736,234000,30,7046,7023,10005,8014,0
50000,2,3,1,58,1,3,2,2,2,2,39649,40194,41150,41670,42188,43360,1500,1900,1500,1500,2000,1500,0
300000,1,1,1,55,-2,-2,-2,-1,-1,-1,14202,0,0,11940,17693,2402,0,0,11940,17693,2402,0,0
50000,1,2,1,47,0,0,0,0,0,0,11325,12335,13431,14439,14602,14918,1504,1600,1537,700,700,600,0
20000,1,1,2,39,2,0,0,0,0,0,16869,17895,18939,19150,19549,20073,1606,1650,823,857,1000,400,1
270000,2,1,1,41,-1,-1,-1,-1,-1,-1,1278,-4,3564,1280,1898,0,0,3568,1280,1898,0,2605,0
200000,2,2,1,40,0,0,0,0,0,0,22065,23382,21522,8815,4280,0,2000,1128,4280,0,0,0,0
20000,1,2,1,36,2,2,2,0,0,0,9735,12564,12077,12779,13033,13308,3000,0,1212,466,485,900,1
70000,2,3,1,42,0,0,0,0,0,0,6489,9372,11179,8688,8295,10147,3000,2000,295,1000,2000,1000,0
280000,2,1,1,37,-1,-1,-1,-1,0,0,733,168,786,1028,889,698,168,786,1028,698,0,0,0
150000,1,1,2,33,0,0,0,0,0,0,27221,27897,25304,21894,18452,28191,5000,1715,1200,625,10000,1000,0
100000,1,1,2,38,0,-1,-1,0,0,0,3042,1427,102996,70626,69473,55004,2000,111784,4000,3000,2000,2000,0
30000,1,2,1,33,0,0,0,0,0,0,23467,24195,25286,25807,26350,27409,1409,1500,942,959,1500,946,0
150000,2,1,2,28,0,0,0,0,0,0,41387,40310,42652,42711,43311,48311,2000,3000,1500,1000,5000,176,0
170000,1,2,1,37,-2,-2,-2,-2,-2,-2,326,326,326,326,326,324,326,326,326,326,324,2,0
10000,2,2,2,23,0,0,0,0,0,2,5403,6462,7479,8489,9007,9227,1300,1272,1282,800,500,0,0
220000,1,1,1,54,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,3,2,24,-1,2,-1,-1,-1,-1,546,48,498,449,1651,1114,0,948,449,1700,1114,0,0
180000,2,1,2,33,2,2,2,2,2,2,118656,125175,126899,127336,125273,134210,10000,5200,4000,1500,11000,1000,1
340000,1,2,1,30,-2,-1,0,0,0,0,326,7132,16684,25749,30085,30406,7132,10000,10000,5000,1007,6000,0
240000,2,2,2,30,0,0,0,0,0,0,89009,71169,67528,64238,65521,65829,3071,2390,2311,2330,2392,2504,0
360000,1,2,1,38,-2,-2,-2,-2,-2,-2,1288,2508,2500,0,0,0,2520,2500,0,0,0,0,0
160000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,368,0,850,763,0,368,0,850,763,0,1381,0
150000,2,2,1,33,1,2,0,0,0,0,42932,42010,46007,47978,49100,50181,0,5000,3000,2000,2000,2000,1
200000,2,1,1,38,-1,-1,-1,-1,-1,-1,3824,6115,11950,7311,18517,6787,6115,11950,7311,18567,6787,6653,0
200000,2,3,1,29,-1,-1,-2,-2,-2,-1,161,0,0,0,0,1063,0,0,0,0,1063,1089,0
20000,1,2,2,54,0,0,0,0,0,0,37720,12266,8999,8810,10167,11710,1200,1200,1600,1500,1700,1000,0
190000,1,1,1,39,1,-2,-2,-2,-2,-2,-2,-2,-472,-472,-472,-472,0,0,0,0,0,0,1
180000,2,2,1,40,0,0,0,-2,-2,-2,20831,1537,-43,-43,-43,-43,1000,0,0,0,0,0,0
20000,2,2,2,35,1,3,2,0,0,0,20971,20360,19583,19575,16624,0,0,0,392,332,0,0,0
50000,2,1,2,27,3,2,2,7,7,7,300,300,300,300,300,300,0,0,0,0,0,0,1
190000,2,1,3,35,0,0,0,-1,-1,2,111776,107177,61892,191260,144062,140871,21238,2000,191260,6000,0,20400,0
430000,2,1,2,31,-2,-2,-1,0,0,0,10226,5671,52983,70672,52378,56360,5873,52983,35002,10203,7500,10000,0
300000,2,2,1,34,0,0,0,0,0,0,86116,83724,80721,79939,58586,14570,3894,2783,3575,1605,1520,0,0
70000,2,2,1,62,2,2,2,0,0,0,70457,73562,71818,70579,33946,34701,6454,0,3075,1214,1301,1626,1
500000,2,3,2,46,-1,0,-1,-1,0,0,24239,36674,1558,310852,301854,133761,15000,1558,310852,10000,5000,5000,0
130000,1,1,1,47,2,2,2,2,2,2,115704,117277,118814,119915,121325,122052,4900,5000,4503,4605,4400,4204,0
20000,1,3,2,26,-1,-1,-1,-2,-2,-2,96,780,0,0,0,0,1560,0,0,0,0,0,0
200000,2,1,2,25,-2,-2,-2,-2,-2,-2,-3,773,0,1107,586,0,776,0,1107,586,0,0,0
20000,1,3,2,59,2,2,2,2,4,3,16357,19074,18482,20329,19616,19303,3000,0,2300,0,0,0,1
500000,1,2,2,33,0,0,0,0,0,0,134503,114682,124240,131006,137911,119343,20031,20029,20058,20127,10000,10027,0
150000,1,2,1,36,2,2,0,0,0,0,88655,86333,88931,92441,102903,105240,0,4000,5000,12000,4000,6000,1
50000,2,1,1,32,2,0,0,-1,0,-1,47858,49223,42589,639,4639,2312,2500,3000,7000,4000,2413,2000,1
100000,1,2,1,44,0,0,0,2,0,0,11509,11119,12376,4419,2946,1473,1270,3000,0,0,0,3230,0
20000,2,2,2,50,0,-1,-1,-1,-1,-2,5100,2940,6050,3100,0,0,2940,6050,3100,0,0,1035,0
50000,2,1,2,37,0,0,0,-1,0,0,43886,50411,9688,857,3810,4741,2500,7026,1000,3000,1000,1000,0
30000,2,3,1,22,1,2,0,0,4,4,21508,20881,23217,28498,28060,29999,0,3000,6000,1200,3000,0,1
330000,2,1,1,53,0,0,0,0,0,0,304922,292517,211831,153841,156866,155679,14000,7507,6000,6171,6000,6000,0
150000,2,2,1,34,-2,-2,-2,-2,-2,-2,316,1801,1139,2246,5435,466,1801,1139,2246,5435,466,316,0
20000,2,2,1,32,0,0,0,0,0,0,15498,16409,17291,17588,18034,18658,1600,1600,1000,1000,1500,700,0
20000,2,1,2,24,-1,2,0,0,0,2,19214,15703,9914,8200,11876,4792,0,1000,0,5000,5400,13324,0
90000,2,3,1,53,-2,-2,-2,-2,-2,-2,827,0,2469,827,0,1654,0,2469,827,0,1654,827,0
50000,1,3,2,24,-1,0,0,-1,-1,-2,25437,25873,0,100,0,0,2000,0,100,0,0,0,1
20000,2,2,1,31,1,-1,-1,-1,-1,-1,-19,3350,883,470,240,0,4540,883,470,240,0,0,0
230000,1,3,1,61,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1
60000,1,1,2,27,0,0,0,0,0,0,5370,7268,10131,11644,14430,17180,2000,3000,2000,3000,3000,2000,0
50000,1,2,2,24,0,0,0,0,0,0,51112,51086,51365,50579,20413,20452,2109,2388,1602,900,838,707,0
460000,1,1,1,51,1,2,0,0,0,0,179442,158458,145081,130967,118659,15322,4,7506,5024,2572,2005,21559,0
230000,2,3,1,43,-2,-2,-2,-2,-2,-2,1099,2508,976,416,416,416,2508,976,416,416,416,416,0
20000,1,3,2,26,-1,3,2,0,0,0,20780,20172,19400,20000,20000,0,0,0,1000,0,0,0,0
390000,1,1,1,45,2,2,0,0,0,0,185204,180455,131386,131879,115183,75131,0,6000,3500,5000,4500,3000,1
20000,1,3,1,29,0,0,0,0,-2,-2,14171,11136,20649,-1001,-1,-1,2000,10000,0,1000,0,0,0
20000,1,2,1,41,0,0,0,0,0,0,9632,10676,13702,14713,15068,15425,1208,3234,1245,600,600,600,0
80000,1,2,2,23,2,0,0,0,0,0,8613,12438,15212,15657,17404,19103,4000,3000,1000,2000,2000,2836,0
220000,2,4,1,35,-1,-1,-1,-1,-1,-1,1849,326,12681,84674,35326,1026,326,12681,84674,35326,1026,3088,0
220000,2,1,2,29,-2,-2,-2,-1,0,0,2848,7146,4690,16331,77894,2576,7181,4714,16493,97910,0,4862,0
80000,1,2,2,26,0,0,0,0,0,0,33490,35908,29995,27297,21524,23005,5000,1318,1200,2000,2000,2000,0
20000,1,2,2,34,0,0,0,0,0,0,36773,17288,16212,17567,16089,20743,3210,2000,1600,871,5214,300,0
50000,1,3,1,57,3,2,0,0,0,0,12854,12362,13447,13427,13711,14083,0,1600,500,500,600,600,0
270000,1,1,2,36,-2,-2,-2,-2,-2,-2,11464,1879,6896,8583,880,4861,1879,6909,8587,880,4861,3212,0
170000,1,1,1,44,1,2,0,0,0,0,84947,78724,68387,51511,33939,34330,2000,2000,3057,2000,5000,2000,1
30000,2,2,2,25,1,2,2,2,2,2,14149,15171,14635,15318,14930,16562,1543,0,1226,0,1882,0,1
500000,2,1,1,35,0,0,0,0,0,0,35176,36193,44157,48322,21593,13866,2504,10004,5178,1047,2019,1004,1
140000,2,2,1,39,-1,-1,-1,0,0,0,1007,3680,4214,3790,3357,3426,3685,4214,76,67,69,1376,0
150000,2,2,2,50,-1,-1,-1,-1,-1,-2,7890,8958,780,7500,0,0,8958,780,7500,0,0,0,0
340000,2,1,2,30,-1,-1,-1,-1,0,-1,8571,21012,10607,47258,35675,20691,21041,10607,47258,983,20691,23849,0
160000,2,2,2,28,-1,-1,-1,-1,-1,-1,5171,3634,4436,1978,3781,1732,3634,4436,1978,3781,1732,715,0
230000,2,3,0,30,-1,-1,-1,2,0,-1,291,763,2403,2205,1210,291,763,2403,0,0,291,291,0
90000,2,1,2,27,0,0,0,0,0,0,56754,58835,59461,60974,62339,63648,3000,2200,2500,2500,2500,2600,0
290000,2,2,1,37,0,0,0,0,-1,0,48978,58858,36129,20369,29521,59219,20078,5017,509,29526,35000,93600,0
340000,1,3,1,44,0,0,0,0,0,0,109424,111606,111704,110578,109932,111127,4032,4117,4199,4103,3900,3382,0
80000,2,1,2,32,-1,-1,-1,-1,-1,-1,1147,1147,1147,1147,1100,5053,1147,1147,1147,1100,5100,18500,0
50000,2,3,2,25,0,0,0,0,-2,-2,8298,5841,3750,0,0,0,1250,1000,0,0,0,40277,0
200000,1,1,2,34,0,0,0,2,2,2,156449,162377,174501,155355,129942,118202,10000,15000,0,10000,0,11000,1
500000,2,1,2,44,0,0,0,0,0,0,120452,190135,212134,201014,222520,208271,100000,50000,10012,50000,10000,10000,0
240000,1,2,2,30,-2,-2,-1,-1,-1,-1,53812,2000,2396,4657,2452,2418,2010,2613,5076,2464,2428,4170,0
330000,1,1,1,34,0,0,0,0,0,0,138009,141253,130567,128257,116988,105961,7015,7000,10007,6500,6600,9000,1
50000,2,3,2,47,0,0,0,0,2,0,17569,18592,19621,21748,21262,21682,1613,1642,2769,0,923,950,0
340000,2,1,1,36,0,0,0,0,0,0,185268,326074,276519,251815,218706,165666,160444,10143,7190,6283,5208,4177,0
30000,1,2,2,24,1,2,2,3,2,0,20985,20393,20399,19945,19645,11229,0,2403,0,0,2000,0,0
50000,2,1,2,28,0,0,0,0,0,0,36917,38098,36700,37319,37633,40307,2100,2000,1700,1307,3400,1500,0
320000,2,5,1,46,-2,-2,-2,-2,-2,-2,17849,5149,16615,2914,696,740,5149,16654,2914,696,740,6498,0
300000,2,1,1,38,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,1100,0
360000,2,1,2,29,0,0,0,0,0,0,25633,26897,26439,25932,28396,28611,2000,1289,1000,4000,2000,1000,1
310000,2,1,1,32,0,0,0,0,0,0,66916,63746,58216,57112,53694,49205,2440,2041,1520,1581,1774,1523,0
200000,1,1,2,28,-1,-1,2,-1,-1,-1,5765,12386,2662,6023,8303,171059,12453,12,6053,8337,171074,5036,0
130000,2,2,1,38,-1,-1,-1,-1,-1,-1,929,2876,423,2149,463,2218,2876,423,2149,463,2218,10346,0
60000,1,1,2,31,2,2,2,2,2,2,60705,62352,60745,58828,55606,58551,3200,0,4580,0,4727,0,1
130000,2,3,2,29,0,0,-1,-1,-1,-1,12939,10000,2277,1132,1289,0,1000,2277,1132,1289,0,2080,0
140000,1,2,2,27,2,2,2,0,0,2,30121,33315,32485,33142,35443,34724,4000,0,1500,3000,0,1500,0
60000,1,2,2,26,0,0,0,0,2,0,23146,23868,26447,28109,28720,28308,1400,3000,2100,1200,1200,2000,1
160000,2,2,2,24,0,0,0,0,0,0,142214,145225,149812,151426,154688,158511,5300,7000,5600,5700,6400,6400,0
80000,2,2,1,29,2,2,2,2,2,2,72674,74192,72464,76613,77908,76034,3300,0,6000,3100,0,4200,0
50000,2,2,1,36,0,0,0,0,0,0,49872,32918,33998,34852,14163,14362,1600,2500,2000,1000,1000,1000,0
180000,1,2,1,35,1,2,0,0,0,0,32082,31293,31570,33370,33370,0,0,1400,2200,0,0,0,0
150000,1,1,2,29,0,0,0,0,0,0,119613,115349,109765,101179,99940,96190,5900,5019,4588,4500,5000,5000,0
400000,2,1,2,31,-1,-1,-1,0,0,0,5974,2600,110958,164959,130737,128312,2600,110958,110000,20000,58312,9031,0
20000,1,2,2,30,1,2,4,3,2,2,19977,21359,20581,19860,19690,1735,2000,0,0,0,500,0,1
50000,2,1,2,26,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,0
30000,2,2,2,22,0,-1,-1,-1,-1,-2,3158,5547,3312,3145,3022,3247,5572,3321,3154,3031,3339,2921,0
150000,2,3,2,52,0,0,0,0,0,0,139733,138723,132441,94493,84936,77988,7000,6000,5000,5000,5000,5000,0
200000,1,1,3,47,0,0,0,0,0,0,202967,203188,198576,186981,137486,140473,7208,7282,5835,5000,5500,4954,1
500000,1,1,2,28,2,0,0,0,0,0,216657,174694,165203,136067,16120,93532,8508,4699,623,1590,93469,2554,0
140000,1,2,1,34,0,0,0,0,0,0,70649,72069,74140,76421,82223,84296,3100,3140,3421,7000,3296,3283,0
180000,1,1,1,30,1,1,-2,-2,-2,-2,143900,0,0,0,0,0,10000,0,0,0,0,0,0
320000,1,1,2,34,-1,-1,-1,-1,-1,-1,744,2291,2197,3934,5541,3141,2297,2203,3957,5557,3150,3056,0
200000,2,2,1,41,0,-1,-1,-1,0,0,6981,678,1287,54531,55229,56836,1000,1350,54531,2200,2500,2300,0
30000,1,2,2,30,0,0,0,0,0,0,7038,8052,10153,9761,9960,4010,1291,2392,1000,199,80,949,0
120000,1,3,1,24,0,0,0,-2,-2,-2,79172,61300,0,0,0,0,2500,0,0,0,0,0,0
430000,2,1,1,34,-1,-1,-1,-1,-1,-1,5149,4588,11164,1531,9848,10178,4600,11220,1531,9902,10202,5926,0
60000,2,1,1,39,0,0,2,0,0,0,56045,59524,58563,56831,53628,34490,5000,2000,1000,3000,8000,0,0
160000,2,2,2,27,0,0,0,0,0,0,80964,80337,82182,82586,85145,87049,4000,4000,3500,4000,4000,2500,0
50000,2,1,2,29,-1,-1,-1,-1,-1,-1,2000,5743,1134,3067,5496,1194,5934,1134,3067,5496,1194,6499,0
50000,2,3,2,45,0,0,-1,0,-1,-1,10723,9872,658,1473,1473,1473,1000,658,1000,1473,1473,540,0
130000,2,2,1,27,2,2,0,0,2,0,60032,54921,55055,54804,52439,52609,0,2000,6844,0,2071,2115,0
30000,2,1,2,36,1,2,0,0,0,0,25747,25048,26060,26578,27133,27783,0,1433,951,983,1099,750,1
30000,2,3,1,62,0,0,0,0,0,0,18563,19647,20725,21774,22114,22607,1700,1700,1700,1000,1000,2000,1
100000,2,1,1,35,0,0,2,0,0,0,98899,102435,98188,97189,97013,96950,8800,0,3600,3500,3700,3443,1
250000,2,2,2,26,0,0,0,2,2,2,124353,132251,148597,135715,76113,26366,10000,19888,2500,10302,17500,3000,0
150000,2,2,2,28,0,0,0,0,0,0,85118,88844,92345,82866,76412,80259,5000,5000,5000,5000,5000,5000,1
200000,1,1,2,32,0,0,0,-2,-2,-2,42325,32061,0,0,0,0,2000,0,0,0,0,0,0
200000,1,2,1,54,0,0,0,0,0,0,177664,183236,183493,146143,144339,140340,10000,7000,5000,6000,6000,5000,0
50000,1,2,1,58,-1,-1,-1,-1,-1,-1,1956,2060,4904,2056,2515,1464,2060,4904,2056,2515,1464,1515,0
410000,1,2,1,36,0,0,0,0,0,0,421227,416160,419988,359736,358471,360557,15050,16000,13100,12700,13000,13100,0
150000,2,2,1,45,0,0,0,0,0,0,141292,131970,136267,138934,140315,139258,4719,6419,6436,5113,5210,5549,0
80000,1,3,1,41,0,0,0,0,0,0,90894,93167,81146,80674,63110,40376,4000,3200,2606,2431,1779,1000,1
180000,1,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,1,5,1,56,0,0,0,-1,-1,-1,29060,23546,0,1473,780,0,1030,0,1473,780,0,1320,0
230000,2,1,2,30,2,2,2,2,2,2,212400,216409,221419,224753,228022,232724,9000,10000,8500,8500,8500,32000,1
20000,2,2,2,25,0,0,0,0,0,0,17950,17330,18560,14509,17972,15352,2000,2000,1000,6000,1000,3000,0
180000,1,1,2,26,-1,-1,-2,-1,0,0,189,-2811,-2811,126884,129020,131708,0,0,131453,4209,4350,4099,0
50000,2,2,1,47,0,0,0,0,-2,-2,32547,33481,26775,0,0,0,1582,1800,0,0,0,0,0
430000,1,1,1,34,2,2,-2,-2,-2,-2,435,-183,-525,-868,-1211,-1840,183,0,0,0,290,2512,0
50000,1,2,2,28,0,0,0,0,0,0,2940,3989,5116,4425,6353,15829,1100,1205,2000,2000,10000,1000,0
50000,1,3,1,51,-1,-1,-1,-1,-1,0,17453,7802,22214,4985,6551,7117,8338,22232,4985,6551,5000,5000,0
200000,2,2,1,30,0,0,2,0,0,0,33604,35706,34064,30519,26166,28097,3000,1500,2547,2500,2500,3500,0
70000,2,2,2,46,0,0,0,0,0,0,86919,83200,80389,75854,33563,34563,3000,3815,3064,1000,1000,34000,1
130000,1,2,1,39,0,0,-1,0,-1,-1,1240,0,1138,1138,2478,-3040,0,1138,0,2500,0,0,0
180000,2,1,2,28,-1,-1,-1,-1,-1,-2,8366,16912,9199,4745,0,0,16912,9211,4758,0,0,2771,1
70000,2,3,1,50,-2,-2,-1,0,0,0,27345,-1041,17571,17920,18296,18659,1041,18862,640,663,666,690,0
50000,1,2,2,24,-1,-1,-2,-2,-2,-2,402,-2760,-3650,-3650,-3650,-3650,0,0,0,0,0,0,0
80000,2,2,1,43,0,0,0,0,-2,-2,78374,80472,82150,0,0,0,4000,4000,0,0,0,0,0
110000,2,1,1,28,0,0,0,0,0,2,109474,110723,111125,106828,84729,82910,11602,4238,4316,11190,0,3000,0
50000,1,5,1,45,2,0,0,0,0,0,71927,73514,75373,50947,51020,0,3000,3428,2002,1023,0,0,1
310000,2,3,1,45,0,0,0,0,0,0,311401,218298,222424,220058,199376,189840,21084,20000,12000,15000,8000,15000,0
250000,1,1,1,34,0,0,0,0,0,0,6035,11782,7241,7277,4972,2609,1131,4000,3000,99,1000,6000,1
110000,2,1,2,27,0,0,0,0,0,0,52426,45107,44310,34820,36005,25976,1772,1900,1815,2000,1500,2000,0
150000,1,2,1,34,0,0,0,0,0,0,132214,135140,135263,137540,144786,146379,4414,4700,4306,10006,4822,4112,0
60000,2,2,2,26,2,2,2,2,2,0,56685,55208,59175,60218,55447,55305,0,5000,2511,6,3000,3000,0
300000,2,1,1,59,-1,-1,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,0
80000,2,3,3,60,0,0,0,0,0,2,30959,15774,9365,6515,6845,5789,1458,1230,250,800,0,300,0
290000,1,1,2,35,0,0,0,0,0,0,247280,250007,261236,223092,185522,170190,30000,29000,10000,8000,30000,48000,0
80000,2,3,2,54,0,0,0,-1,-1,-1,12011,10484,12190,4000,0,4000,3794,6000,6500,0,4000,0,0
30000,2,3,2,26,0,0,0,0,-1,-1,27594,29717,28812,28762,10404,8578,2595,1200,1020,10404,51000,0,0
50000,1,2,2,23,-1,-1,-1,0,0,0,2680,-1045,44316,45361,46135,46029,0,45361,1800,1503,1735,1724,0
130000,2,1,2,31,0,0,0,0,0,0,133845,126804,130264,133603,132215,131848,7000,7000,7000,5500,5100,5500,0
290000,1,2,1,36,0,0,0,0,0,0,72774,67311,66183,61332,62445,59213,3500,3000,3000,3000,3000,3000,0
100000,2,3,1,34,0,0,0,0,0,-1,9728,11099,8761,8289,6980,5571,5000,1333,3000,3000,5571,5149,0
420000,1,1,2,31,-2,-2,-2,-2,-2,-2,1569,563,1914,1189,1208,4964,565,1923,1194,1214,4988,296,0
50000,1,2,2,23,1,2,0,0,-1,0,52319,51185,51334,49312,8027,8603,0,3200,3110,32356,700,1700,0
180000,1,2,1,53,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,466,1
240000,2,1,2,31,2,0,0,0,0,0,179483,183151,185490,189351,193115,197445,8151,6790,6951,6915,7445,7248,1
200000,1,1,1,41,-1,-1,-1,-1,-1,-1,1378,-22,5440,-2,796,1390,0,5462,0,798,1394,3600,0
80000,2,2,2,23,-1,-1,-2,-2,-2,-2,309,-77,-77,-270,-463,-656,0,0,0,0,0,0,1
280000,1,3,1,40,2,0,0,0,0,0,178220,184848,188411,191291,189029,192023,10000,9000,8000,6738,6974,7600,1
70000,2,3,1,43,2,2,2,2,2,2,26193,26977,27733,27982,27396,28341,1500,1500,1000,0,1400,2000,0
130000,2,1,2,30,-1,-1,-1,-1,-1,0,1493,1492,1310,1310,2046,1574,1492,1310,1310,2046,574,1995,1
360000,1,1,1,37,-2,-2,-2,-2,-2,-2,-40,8147,1564,4941,2666,588,8187,1571,4965,2679,590,529,0
150000,2,2,2,31,1,2,2,2,0,0,22723,22060,25195,24497,24791,25462,0,3500,0,1000,1071,950,0
120000,2,1,2,26,0,0,0,0,0,0,80975,82069,83808,85414,84569,85771,4000,3061,3019,2987,3174,2996,0
60000,2,3,2,47,-1,-1,-1,-1,-1,-1,696,696,696,696,696,696,696,696,696,696,696,380,1
80000,2,2,1,56,1,-1,-1,-1,-1,-1,-2,697,-3,1186,-4,1633,699,0,1579,0,1637,4844,0
110000,2,3,2,45,0,0,0,0,0,0,9242,9484,13922,18766,28498,30667,5000,5000,5000,10000,5000,5000,0
80000,2,3,2,52,0,0,0,0,0,-1,42635,39508,36060,30470,18306,7432,1623,1740,1200,366,7432,0,0
200000,1,2,2,33,-1,-1,-1,-1,-1,-1,18044,390,20718,390,390,390,390,20718,390,390,390,540,1
270000,2,1,1,43,-2,-2,-2,-2,-2,-2,1626,1443,1443,1443,9629,1773,1443,1443,1443,9629,1773,14524,0
130000,1,2,2,29,0,0,0,0,0,0,131041,133698,131990,127512,128683,129669,7000,5151,4464,5000,4702,8000,0
50000,2,3,1,39,0,0,0,0,0,0,41250,40813,10695,8841,8140,8267,1501,1297,448,449,419,415,0
160000,2,1,1,37,-1,-1,-1,-1,-1,-1,316,316,0,316,632,0,316,0,316,632,0,316,0
310000,2,1,1,36,0,0,0,0,0,0,157173,160555,170288,175252,177855,181846,6000,12398,7814,7000,7000,6597,0
130000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,1,1,2,38,0,0,0,0,0,0,138984,140300,145127,145571,115765,118190,4900,6918,7100,4388,4500,4300,0
50000,1,2,1,35,-1,2,0,0,0,0,15609,14686,15831,16884,18070,19218,0,2100,2000,2000,2000,2000,1
180000,2,2,1,35,0,0,0,0,0,0,8694,7607,6801,6759,6918,9777,1500,2000,1000,3000,4000,2000,0
30000,2,2,2,25,0,0,0,0,0,0,14045,15363,16108,17888,16505,16511,1555,1300,4894,1000,800,2200,0
360000,2,1,2,27,0,0,0,0,0,0,297275,307394,314534,289355,274484,247998,20000,15000,19355,10000,10000,10000,0
240000,2,2,1,34,-1,-1,0,0,-1,-1,626,1921,20740,21274,888,360,1921,19000,2624,888,360,360,0
50000,2,3,2,41,2,2,0,0,0,0,23203,23534,24838,25429,26020,26541,1000,2000,1000,1000,955,1500,1
20000,1,2,1,42,0,0,0,0,0,0,18317,18455,19399,19962,14938,3039,1500,1400,1009,307,1200,0,0
